Gene ID	CV-H3K9ac_1.sort.bam	CV-H3K9ac_2.sort.bam	CV-H3K9ac_3.sort.bam	CV-H3K9ac_4.sort.bam	CV-H3K9ac_5.sort.bam	CV-H3K9ac_6.sort.bam	GF-H3K9ac_1.sort.bam	GF-H3K9ac_2.sort.bam	GF-H3K9ac_3.sort.bam	GF-H3K9ac_4.sort.bam
BC049715	1737	2433	22289	2330	2029	940	25850	36897	27600	39250
BC049730	848	593	2473	342	348	347	2150	1250	1850	1050
BC049762	2135	2036	23996	2732	3068	894	30500	37899	31399	42450
BC051019	937	739	2480	250	199	397	1550	1653	2200	2100
BC051070	199	297	1834	248	150	199	1100	2250	1050	1300
BC051142	1588	749	7979	1094	1445	247	11300	6898	6801	5850
BC051226	1292	2283	20464	1637	2084	697	30300	31900	29799	39600
BC051537	937	494	2216	495	544	299	1700	2900	2350	2800
BC051628	1138	542	3264	644	441	350	4500	3650	4150	6650
BC051665	643	445	2324	197	394	248	1500	2000	1550	1000
BC052040	1137	1087	13598	1435	1884	542	15949	20700	17900	21851
BC052688	696	543	1481	393	247	441	1250	2148	800	800
BC053393	445	832	1234	249	149	345	903	2050	1150	800
BC053749	1133	1237	10612	1194	1487	886	16148	15150	15800	23950
BC055004	739	444	2329	499	244	449	1499	2550	2400	2300
BC055111	491	498	2035	740	249	342	3250	3350	2950	4251
BC055324	1045	1535	10247	1387	1146	398	16248	16551	16499	20950
BC055402	596	550	1726	143	295	295	1100	1901	1450	850
BC056474	1524	1683	13537	995	1439	398	26394	24602	24450	32550
BC057022	835	1234	4772	1133	645	546	7651	7400	7851	10699
BC057079	790	847	8154	936	1217	449	10149	11950	9100	15900
BC060267	640	845	2421	544	294	294	3850	3598	3849	3849
BC061194	342	540	1289	297	100	150	1500	1747	1400	1650
BC061212	787	400	1190	245	347	200	950	1150	1300	1250
BC061237	589	444	1926	443	249	447	800	1750	1200	1300
BC064078	745	396	2430	348	149	200	2550	2850	2900	3050
BC065397	1292	790	10791	1042	994	349	13350	21150	14148	20499
BC066135	1235	688	3865	741	544	500	4350	4600	5050	5750
BC067068	1436	1590	12778	1890	1931	480	16300	21150	18201	24150
BC068157	1143	843	2472	299	350	198	2900	2250	2350	3150
BC068281	1031	695	4221	745	646	346	6100	7000	6650	8850
BC080695	783	498	1589	297	194	297	850	1750	1250	700
BC088983	1435	1888	17937	1790	1384	540	28550	33551	26800	40601
BC089491	829	642	2282	595	247	147	2200	2600	2101	2250
BC089597	1019	592	2567	395	400	346	2853	3500	2850	4200
BC090627	2229	2475	29771	2783	2928	546	39354	56302	42452	51548
BC094916	538	393	1825	199	98	0	900	1700	1600	1300
BC096441	834	648	2874	894	543	345	4550	4550	5350	7150
BC100451	447	1135	2478	597	346	347	2100	1750	2100	2950
BC100530	590	346	1339	150	249	296	1950	1750	1650	650
BC107364	994	1237	6218	399	744	448	6350	6800	7750	10000
BC117090	894	445	1784	495	50	394	1400	2150	1600	1450
BC125332	399	738	2231	498	47	148	2600	2952	2550	2600
BC147527	648	989	2187	439	440	543	1450	2300	1850	1400
Baalc	483	546	1531	397	197	246	1350	1800	1400	2450
Baat	841	733	3070	443	442	150	4900	5500	5400	7500
Baat1	1241	990	8469	798	942	645	12604	12600	13100	16951
Bace1	1037	1488	4998	942	588	250	7850	6950	7951	10000
Bace2	746	836	4369	493	843	447	4401	3900	3600	5500
Bach1	1426	2389	19950	2220	2386	596	27246	38897	26849	39146
Bach2	749	446	1483	247	245	396	1300	1500	1550	1350
Bad	1777	1525	15720	1683	2236	789	24552	23147	23900	33900
Bag1	1479	2322	16525	1782	2915	793	26149	25350	25000	33601
Bag2	1170	684	4614	799	745	347	6050	5500	7449	8049
Bag3	1479	1788	19113	2778	2436	497	22650	24700	24751	30450
Bag4	1585	2231	15601	1932	1049	398	21549	24148	22499	33548
Bag5	1194	2225	13648	1343	1943	848	22597	22954	19153	27799
Bag6	1785	2380	20329	2375	2085	795	27799	32840	26697	44496
Bahcc1	2552	3520	33906	3474	3085	1147	54050	50849	53151	48002
Bahd1	1244	1878	12965	1929	1938	449	24299	21850	20350	32800
Bai1	1041	983	2471	398	597	446	1600	1850	1951	1400
Bai2	891	793	2527	490	692	198	2650	2900	2200	2900
Bai3	692	349	1881	546	0	393	1000	1650	1150	650
Baiap2	1186	1489	5360	1021	696	594	10151	7849	8600	13300
Baiap2l1	3570	3572	32719	2132	3273	795	44350	41801	42152	66397
Baiap2l2	1735	2924	24093	3114	3909	1040	38353	44848	35900	51900
Baiap3	1138	840	3225	246	250	447	3650	3850	3500	4350
Bak1	1784	2182	13228	1524	1822	697	21500	22802	23753	28000
Bambi	986	1289	6496	1141	688	346	9850	10750	8650	12001
Bambi-ps1	984	889	3717	497	396	397	5200	5200	4350	5750
Banf1	2066	1586	15760	1738	1878	646	21449	25049	21453	28500
Banf2	989	496	2327	248	395	347	1750	1650	2500	1200
Bank1	836	349	1625	447	147	349	1150	1500	1400	1497
Banp	2687	2888	29278	3724	3815	849	38599	40449	34550	49150
Bap1	1874	2568	18814	1888	1933	598	23450	29650	23200	34551
Bard1	1084	1093	7980	740	892	495	9850	10450	10650	10999
Barhl1	731	297	1744	591	100	149	1150	2000	1351	1200
Barhl2	644	343	1787	246	98	392	2201	2450	1900	2250
Barx1	588	504	2072	200	200	281	1950	1550	1850	1050
Barx2	1335	2032	14442	1536	1976	644	25300	20700	22800	29401
Basp1	638	498	2232	496	198	98	2400	2700	2300	3400
Batf	741	937	2919	348	300	244	2300	2100	2500	2800
Batf2	983	1585	6146	1090	991	297	11450	11450	11050	14850
Batf3	1040	793	2286	347	446	349	2349	2900	2550	2600
Bax	1040	1183	6299	1087	1196	548	8951	7599	8701	12149
Baz1a	2036	2238	20944	2287	2233	493	32151	35348	27547	43751
Baz1b	1581	1740	15412	1834	2130	341	21350	23408	25304	29701
Baz2a	1791	2765	21107	2433	2092	492	36555	34949	38298	48749
Baz2b	3276	5165	50320	3827	4281	1094	63599	72057	63448	79552
Bbc3	1175	1538	5167	941	1387	738	9551	10001	9499	15499
Bbip1	1940	3117	35410	3070	2834	795	42052	53301	40250	52550
Bbox1	894	394	2320	199	248	47	2400	3800	2250	3900
Bbs1	989	843	2721	346	391	199	2950	3500	3200	3700
Bbs10	1235	613	2583	349	396	447	5350	4800	3600	6551
Bbs12	1144	987	6059	648	746	288	8206	10504	7952	9350
Bbs2	1295	1295	7635	1287	897	446	10200	11049	9850	12451
Bbs4	1232	1072	4709	549	497	395	8749	7350	8649	9151
Bbs5	798	745	4069	644	347	398	5650	6200	6050	6600
Bbs7	841	694	3319	517	246	396	5007	3750	5200	6400
Bbs9	1090	745	3515	299	544	435	4100	5300	5700	6250
Bbx	1293	1587	8888	1388	1638	150	19853	18000	17854	25149
Bc1	137	299	741	198	99	50	450	950	400	350
Bcam	695	645	3674	595	544	200	4150	3950	4900	5050
Bcan	580	396	1783	348	744	300	1600	1850	1550	1200
Bcap29	1531	1886	11277	1236	1193	332	15600	17950	16650	20749
Bcap31	997	1040	11780	1538	1984	541	16101	21001	17000	20550
Bcar1	1683	2141	15384	1977	2085	944	24501	25063	25501	32448
Bcar3	1443	1779	17030	2134	2771	387	24502	34801	25800	33750
Bcas1	690	696	3664	296	442	294	3651	4000	3950	3900
Bcas2	991	1588	10713	827	1190	648	16254	18248	14899	20452
Bcas3	1313	990	10051	944	739	298	14596	17000	15100	21500
Bcat1	442	743	2374	299	497	244	1450	1650	1500	1600
Bcat2	1339	932	6234	694	1129	544	8800	8550	8302	10204
Bccip	1288	1529	12389	1767	1489	543	24751	25700	19850	35100
Bcdin3d	1130	1089	8081	1133	745	399	13300	13549	13100	18601
Bche	1438	792	6529	549	198	349	13951	13948	13046	21695
Bckdha	1228	1082	8203	1138	596	594	15552	18899	15100	24201
Bckdhb	690	397	2416	0	196	384	1750	2550	1500	1450
Bckdk	644	1338	7942	1093	1336	200	11200	12850	11200	18650
Bcl10	1687	1771	16436	1978	1789	581	27699	27146	26599	39101
Bcl11a	1537	2126	16346	2383	2280	545	26250	23801	24201	32000
Bcl11b	1932	2724	23080	3052	2514	694	40411	32150	35911	38705
Bcl2	1433	1484	9669	1191	1096	492	13750	17798	15554	18449
Bcl2a1a	941	542	2374	345	197	149	1600	2152	1700	1850
Bcl2a1b	945	197	2540	199	247	347	2850	2950	2150	2050
Bcl2a1c	1137	100	1981	49	246	197	1350	2800	2400	1900
Bcl2a1d	440	496	2379	544	249	147	2850	3550	2399	2500
Bcl2l1	1244	2189	18387	1397	2033	644	29298	32550	28850	35353
Bcl2l10	895	790	1833	547	248	150	2250	2450	2950	1350
Bcl2l11	1441	1245	8922	939	1027	399	13300	12845	12450	19450
Bcl2l12	1723	2738	17777	1567	2120	396	24351	25451	26002	39150
Bcl2l13	2698	2928	31224	3330	3370	889	36997	44051	33696	44156
Bcl2l14	743	690	1821	398	544	149	1800	1900	1600	1900
Bcl2l15	588	1626	12011	993	990	396	12400	20750	15950	17650
Bcl2l2	1641	1735	13943	1438	1384	395	19750	21250	21200	28204
Bcl3	1958	2085	20345	1829	2923	887	24455	23903	23197	36955
Bcl6	2461	3818	29434	3720	2438	840	39699	47751	42152	58051
Bcl6b	686	1092	3022	494	545	397	4100	3700	5150	6850
Bcl7a	1024	1694	8243	988	1290	348	11404	12002	11450	15201
Bcl7b	1781	2635	19830	1492	2088	695	25999	34650	25052	38151
Bcl7c	934	1343	7081	1193	844	397	9850	9850	10749	14049
Bcl9	592	394	2566	444	199	293	3450	3050	3050	3900
Bcl9l	645	744	3210	543	794	497	6550	5000	5650	8001
Bclaf1	1790	4071	32484	3368	3521	648	44596	54554	43050	58499
Bcmo1	888	888	2866	346	442	296	2500	3300	5450	3750
Bco2	1039	1339	7560	741	888	446	14000	13750	12850	16000
Bcor	292	546	1783	247	343	248	2450	1900	2749	4300
Bcorl1	596	889	5738	991	895	449	10802	9200	9648	15000
Bcr	1369	1432	8311	1786	1440	537	14600	14400	14499	21303
Bcs1l	846	1436	9008	1533	943	391	13801	13350	14500	18800
Bdh1	1382	594	2375	491	540	545	2449	3050	3150	3150
Bdh2	794	593	2282	447	248	245	2550	2750	2400	2700
Bdkrb1	793	792	1786	598	345	100	1300	1600	1450	1650
Bdkrb2	791	1183	2649	892	99	394	3050	3802	3200	4752
Bdnf	693	543	1485	294	150	447	1050	2449	1600	800
Bdp1	1339	1441	12688	1534	1779	441	21201	26399	21901	31403
Bean1	691	692	2169	390	449	350	1700	2300	1950	1350
Becn1	1692	2577	15022	1533	1244	636	24450	31450	28150	35750
Begain	395	594	1909	642	294	294	1650	2400	2150	2000
Bend3	2638	2329	19827	2435	2387	695	29298	32299	29701	34405
Bend4	745	548	2828	844	347	200	4550	4850	4550	5253
Bend5	827	741	2584	744	147	249	3500	4350	4100	5450
Bend6	448	546	1656	197	393	299	700	1150	1250	850
Bend7	1694	2886	22235	2085	2179	349	33295	31251	31194	38493
Best1	944	596	2133	445	200	285	1450	2150	1450	1700
Best2	391	893	2378	345	527	344	3450	3150	2500	3754
Best3	844	646	2377	198	249	297	1900	2350	1800	2400
Bet1	1471	844	9471	697	740	297	11000	14954	12299	16750
Bet1l	2423	3223	26535	3179	2686	943	38447	47400	37150	54601
Bet3l	495	646	2333	249	199	384	1600	2400	1750	1150
Beta-s	839	346	1234	346	298	347	1000	2050	1250	550
Bex1	196	300	1393	297	249	236	2150	2250	1600	2250
Bex2	397	300	1790	100	446	100	1750	2300	1850	1100
Bex4	248	249	1083	246	399	200	1100	1800	1850	1800
Bex6	889	299	2221	395	293	495	1799	1800	1900	1550
Bfar	1391	1586	14300	1830	2135	496	23149	31250	21451	30503
Bfsp1	1141	1186	5101	762	1026	299	7251	5700	5550	8800
Bfsp2	974	843	2081	297	149	298	1951	1600	1800	1750
Bglap	496	846	1528	544	546	246	2100	2150	2050	1350
Bglap-rs1	993	645	2368	645	642	390	1500	1950	1350	1800
Bglap2	647	693	2359	347	696	443	1950	2350	2250	2050
Bgn	149	196	791	149	148	150	900	950	700	1250
Bhlha15	921	1283	4657	844	547	297	4550	4750	4400	4250
Bhlha9	1143	646	1640	492	550	295	1450	2100	1800	1650
Bhlhb9	447	545	1490	98	248	196	2202	2650	2400	1650
Bhlhe22	300	543	1400	544	147	97	1050	1500	1300	850
Bhlhe23	396	542	1643	395	296	150	1650	1550	1950	1600
Bhlhe40	3419	3618	47346	5705	6098	1623	45897	62713	57110	64162
Bhlhe41	197	837	2085	250	299	337	2150	2700	1952	2700
Bhmt	930	599	2332	447	250	297	1750	2449	2050	2600
Bhmt2	297	348	2126	544	246	196	1500	2398	1950	1800
Bicc1	844	149	2035	446	492	232	1450	2200	1748	2500
Bicd1	843	792	4020	581	499	546	7497	7149	8001	11050
Bicd2	1529	1382	8567	1494	1243	696	12153	13100	12850	17550
Bid	1042	1684	7035	1046	1290	398	11999	12351	9800	18549
Bik	783	793	3546	890	696	250	5701	4950	4650	6500
Bin1	844	973	4898	597	692	396	7450	7150	7850	9250
Bin3	1026	1240	9391	1588	1140	545	15898	17300	14400	23557
Birc2	1338	1584	21791	1939	2175	737	26849	36850	30399	37851
Birc3	1177	2274	18024	1337	1492	642	25750	21899	23300	27999
Birc5	2028	1578	12294	2184	1485	892	20751	21000	20600	27602
Birc6	1816	2085	17025	1935	1887	746	28703	32502	29249	41352
Birc7	688	843	2767	538	295	199	4000	2850	2900	3450
Bivm	841	995	7369	1043	1238	294	15100	13150	13851	17700
Blcap	2272	3077	24921	2221	2630	789	37892	42942	37442	58352
Blk	645	694	1584	347	196	446	1749	2300	1950	1600
Blm	1339	1187	10481	1242	1284	398	13100	15598	14149	19150
Blmh	1535	1327	9324	945	946	345	15951	16850	14700	24150
Blnk	1778	941	10152	790	893	640	11800	13453	11650	19351
Bloc1s1	1433	1230	8226	1046	1332	300	11700	14149	13956	17450
Bloc1s2	1042	937	6006	793	596	543	7300	8801	7000	9851
Bloc1s3	1415	2083	12445	1639	1985	644	22250	23800	21100	29500
Blvra	941	1340	6651	891	846	247	12648	10651	10850	14154
Blvrb	1739	1137	4351	1093	695	499	6800	4850	4800	7700
Blzf1	1422	1280	9914	694	740	249	16500	15150	15251	21800
Bmf	740	448	4134	942	693	296	5950	4901	4800	7003
Bmi1	1195	1283	12610	1488	1092	646	19698	16148	16149	24050
Bmp1	941	988	5457	1288	740	499	20000	14250	20900	30449
Bmp10	941	493	1815	247	100	397	1500	1850	1549	900
Bmp15	294	200	1089	248	100	100	699	950	750	450
Bmp2	1388	1736	12726	1921	1481	647	21650	24599	22048	27104
Bmp2k	1384	3119	22342	2736	2186	1048	32453	36700	28400	39700
Bmp3	2024	2381	20081	2016	2734	846	20100	23850	24050	24604
Bmp4	594	989	1678	645	345	149	2250	2100	2450	2452
Bmp5	494	300	1041	198	347	50	1000	2100	1350	1149
Bmp6	884	445	2536	348	296	349	2750	2148	2100	2750
Bmp7	1426	844	4392	642	338	349	7650	9150	7448	9550
Bmp8a	790	1337	6954	792	995	349	10300	10249	10800	16600
Bmp8b	895	1143	2424	648	497	395	3300	4000	4250	5900
Bmper	644	540	1494	446	198	187	1549	2000	1850	1750
Bmpr1a	2438	3934	41222	4433	4177	1434	51643	61803	53353	66147
Bmpr1b	644	200	1537	449	248	150	750	1550	1300	1000
Bmpr2	1689	2490	19013	1784	2279	594	32699	33398	32250	42948
Bms1	1188	2132	9358	1288	942	594	15400	18450	15501	25450
Bmx	299	397	695	100	49	248	550	950	1000	500
Bmyc	792	843	3165	984	449	100	6000	5250	5849	5100
Bnc1	790	744	3074	445	497	149	2250	2897	2850	4100
Bnc2	543	699	1581	399	297	150	1450	1600	1500	1200
Bnip1	936	1191	10190	838	1387	199	13599	16950	13600	17101
Bnip2	1577	1976	13594	1275	1690	498	19648	23650	20599	27450
Bnip3	783	634	3513	493	297	595	7300	6251	5950	7950
Bnip3l	1340	1086	10411	1187	1293	495	13652	18494	15051	19554
Bnipl	785	745	2482	549	732	346	2400	2400	2200	3400
Boc	1386	992	6744	643	690	248	9849	9550	8500	11798
Bod1	1730	1839	13750	1640	2340	548	19400	19500	17650	23401
Bod1l	1086	1585	12737	1694	1941	498	23250	21550	20101	30701
Bok	1638	1388	5693	793	849	399	10450	10750	10298	15200
Bola1	1171	1388	8397	1090	1236	643	12650	15502	13850	17350
Bola2	1389	991	10521	1234	1246	347	17502	16850	14400	21948
Bola3	1772	2220	13731	2027	2037	592	21150	19850	18300	24700
Boll	888	544	2479	546	498	347	3950	4000	4000	5000
Bop1	885	2081	9958	1589	1193	697	15949	17551	16102	20350
Bpgm	1295	1382	9462	889	1236	693	16800	14052	16650	24500
Bphl	1437	1191	7168	1438	1039	397	12052	11408	11750	18600
Bpi	893	688	2130	396	396	394	2100	2500	1550	3200
Bpifa1	946	591	1189	392	247	340	1650	1650	1500	950
Bpifa2	1223	644	1820	99	294	149	1150	2450	1200	1550
Bpifa3	742	589	1781	100	199	443	1600	1601	1300	950
Bpifa5	791	438	1671	392	346	149	1000	1500	1150	1150
Bpifa6	595	542	1982	494	543	198	1500	2200	1200	1450
Bpifb1	546	449	1235	347	148	250	1650	1600	1749	1149
Bpifb2	646	743	1630	545	199	198	2000	2351	2450	1050
Bpifb3	987	841	1734	549	295	147	2300	2050	1699	1050
Bpifb4	889	594	1880	546	445	493	1550	1599	1550	1350
Bpifb5	891	346	1835	498	393	343	2250	2052	1900	1400
Bpifb6	446	738	2679	289	388	348	1350	2100	1750	1500
Bpifb9a	789	548	2132	300	349	543	1550	2300	1950	800
Bpifb9b	793	348	2419	497	295	197	1600	1800	2300	1600
Bpifc	594	634	2222	296	343	148	2300	3050	2449	1950
Bpnt1	1131	987	8070	994	1190	544	14798	15448	15750	19251
Bptf	1876	3382	21561	2184	2234	846	31153	31501	29559	39443
Braf	1242	1145	10394	1192	1337	543	17701	17799	16501	25052
Brap	1791	2186	15333	2087	2194	696	25999	25251	23702	35252
Brca1	2135	2372	23026	1641	1828	741	34801	42449	32546	50152
Brca2	1188	743	8622	1136	1486	491	13352	13500	13647	19400
Brcc3	542	693	6088	547	692	249	12950	13700	13900	18950
Brd1	2423	3239	20464	2337	3273	646	28910	32357	31457	37258
Brd2	3670	5354	57966	6060	6106	1532	78750	92755	72348	108607
Brd3	978	1694	12654	2043	1293	248	21998	20400	19199	24949
Brd4	2372	3866	31835	3761	3135	946	37898	47604	40500	51198
Brd7	1532	2685	22135	2433	3270	897	35351	42151	32195	48090
Brd8	1873	1783	19858	1244	2129	588	23200	23103	20404	28800
Brd9	1335	1874	12878	1721	1591	449	17700	20050	17051	24000
Brdt	395	1042	2135	447	96	378	1002	2301	1351	1450
Bre	2429	2419	31757	2289	3645	843	33451	46397	37397	48301
Brf1	1686	2580	13970	1736	1836	743	22348	23549	19102	28452
Brf2	1095	1487	7974	894	997	399	13400	14350	10851	16950
Bri3	1135	595	2466	447	199	298	2545	2749	2450	1600
Bri3bp	1385	1333	10080	1493	1743	547	16149	15749	15550	19800
Brip1	1638	1820	19865	1878	2276	447	26101	28253	25750	35699
Brix1	1330	2070	15952	2334	1573	645	22201	26396	20552	31602
Brms1	2226	1940	13272	1637	1296	645	22350	23350	22298	29250
Brms1l	1532	987	7772	1045	942	248	12452	13750	12150	16950
Brox	1188	2375	16296	2366	1786	792	26399	29950	23901	36851
Brp44	2664	3730	29064	2533	2924	1041	43900	49648	46451	62500
Brp44l	1330	2432	22093	3421	2083	597	37950	41949	37105	44652
Brpf1	1890	3121	22988	2682	2931	1187	38049	42700	38699	54248
Brpf3	2327	2835	27981	3028	4018	1044	31840	35644	32600	47005
Brs3	100	99	548	149	50	0	550	800	850	300
Brsk1	1031	687	2528	199	396	345	3250	2100	2750	3400
Brsk2	888	791	3179	748	697	249	3403	3850	3450	3800
Brwd1	2138	3427	36919	4232	3941	1188	42649	55699	39895	51201
Brwd3	1335	1434	13500	692	1188	548	16998	18599	20500	27050
Bscl2	842	1094	6894	997	1189	345	11299	11599	10050	13900
Bsdc1	843	1731	12947	1292	1542	794	19200	21095	18601	26798
Bsg	1681	1864	15907	1672	1784	728	21750	21450	22100	28798
Bsn	941	398	2629	495	446	393	2400	2850	3250	3100
Bsnd	796	758	1915	495	297	446	2400	3000	2100	1850
Bsph1	540	489	1233	393	50	147	900	1650	1150	700
Bsph2	643	399	1335	148	145	236	700	1450	1248	750
Bspry	1782	1486	8668	944	1537	298	14600	16499	14751	17000
Bst1	1193	890	3319	692	487	397	6851	6850	8300	9500
Bst2	1235	1385	8491	741	940	148	13950	12050	13002	18250
Bsx	742	597	1978	299	247	249	2300	2150	1550	2300
Btaf1	3665	4013	33931	3729	4065	1127	28502	32551	25049	40806
Btbd1	1620	1981	21225	2391	2536	841	24600	28550	26949	31500
Btbd10	1290	1435	11654	1293	1147	293	17257	18598	17451	22750
Btbd11	596	393	2876	443	593	449	2600	3351	3000	4500
Btbd16	945	696	2674	792	449	299	2750	1950	3049	2799
Btbd17	988	840	1984	444	396	396	2350	2400	2200	1500
Btbd19	741	642	3739	494	689	348	5750	6250	5650	10500
Btbd2	1589	1837	11772	1545	1627	844	14950	15099	16050	20800
Btbd3	1087	994	8285	1143	1243	348	15449	14051	13949	21400
Btbd6	1737	1684	10219	1292	1335	995	18598	16349	17449	23199
Btbd7	2309	2382	24545	2688	2881	1041	31202	32052	30745	38503
Btbd8	795	891	9034	897	1042	542	13050	12650	12300	15999
Btbd9	1935	2180	23755	2425	2428	750	30301	44002	31650	48197
Btc	1144	1234	6420	839	1184	248	10900	11700	12700	16300
Btd	1230	1677	7551	946	1387	298	13952	13200	13195	18300
Btf3	2220	3455	24086	2431	2337	547	39944	43950	39752	48694
Btf3l4	2223	2421	21475	1683	1887	847	30952	34351	29450	41645
Btg1	2767	3615	35964	4159	4163	1337	47448	57092	52000	65101
Btg2	2078	2223	24726	2920	2624	1391	34902	52153	41653	61157
Btg3	981	1880	7596	746	1444	547	12550	13153	10803	16400
Btg4	839	244	1637	148	196	197	1200	1900	1900	1400
Btk	294	197	892	97	100	0	1200	1100	1000	1750
Btla	737	346	1827	244	149	196	1750	2450	1750	1452
Btn1a1	737	648	3657	395	494	200	7302	6000	7504	7300
Btn2a2	971	789	2261	396	48	339	2302	2800	2450	3000
Btnl1	1237	891	6624	1037	887	398	14500	17150	17701	22097
Btnl10	499	397	2534	248	248	294	2700	2853	2750	2100
Btnl2	846	1438	3869	691	690	398	9250	6550	8450	11550
Btnl4	2084	2479	19183	2533	2781	646	30506	31801	28750	37002
Btnl5	2013	3412	19857	2033	2182	795	29403	34101	30503	34650
Btnl6	1921	3069	28341	3377	3805	883	39850	52996	42750	48652
Btnl9	944	643	1879	446	49	49	2250	2250	2550	2550
Btrc	1339	1140	4690	789	689	299	8900	9850	8449	12150
Bub1	934	841	5346	397	547	343	8450	6750	7500	9500
Bub1b	1094	1137	6734	594	839	246	6950	7450	8050	8600
Bub3	938	1143	10356	744	993	544	8651	11850	11750	16200
Bud13	1389	1535	9650	937	1337	529	16050	19550	15499	23600
Bud31	1672	2476	27329	2776	2720	748	37651	48850	38649	60150
Bves	694	595	1589	297	300	149	1700	2100	1250	997
Bysl	1330	1981	14130	1884	1486	397	20901	25501	22551	37251
Bzrap1	838	596	2420	545	248	290	2650	1800	2150	2350
Bzw1	3425	4163	40689	4724	3863	1339	52898	63396	50002	65396
Bzw2	1680	1981	20753	1777	2315	695	31348	30944	27000	38650
C030006K11Rik	1277	1443	8635	1625	1184	497	17800	14999	16748	20500
C030007H22Rik	946	444	1827	199	148	150	1650	2549	1150	1100
C030016D13Rik	1623	1826	14501	1238	1091	196	19602	28400	19500	26801
C030018K13Rik	746	742	3280	494	247	495	2250	2050	1550	2150
C030019I05Rik	694	640	1335	148	149	149	1000	1650	1300	800
C030023E24Rik	100	246	446	197	0	98	200	1051	600	450
C030030A07Rik	1037	498	2271	247	248	297	2300	2450	2000	2000
C030034I22Rik	1272	2083	17328	2080	1689	795	26950	30100	21299	33353
C030034L19Rik	580	595	1732	199	446	393	1850	2250	2200	1600
C030037D09Rik	1829	2432	17446	2459	2039	738	23700	24648	22051	36500
C030039L03Rik	729	1732	8393	1187	1145	349	10850	11850	12599	16700
C030044B11Rik	3176	4504	37283	4223	5213	1494	51800	58049	57048	64800
C030046E11Rik	2804	3184	24876	2940	3369	938	35098	37545	34304	43651
C030046I01Rik	1501	2081	12434	1493	1433	499	16353	16149	16653	22850
C030048B08Rik	1517	1187	7731	1643	1231	347	12150	14450	13300	20450
C130021I20Rik	741	946	2332	636	299	200	3050	2200	2300	2850
C130022K22Rik	1484	1733	11343	1441	1633	746	17101	18250	16750	23951
C130026I21Rik	1733	1485	4315	746	692	773	2552	5150	3302	2250
C130026L21Rik	400	596	1834	395	148	99	1700	1300	1300	1400
C130030K03Rik	494	346	1480	246	100	298	1050	1550	1550	800
C130036L24Rik	2589	1940	24312	2974	3520	1089	30199	43499	29553	40451
C130039O16Rik	2461	2631	20430	2227	2586	548	29051	32800	33600	45101
C130050O18Rik	544	741	1778	445	282	100	2900	2150	2300	3150
C130060C02Rik	743	996	3876	547	697	348	5696	5900	6501	6600
