Gene ID	CV-H3K9ac_F1.sort.bam	CV-H3K9ac_F2.sort.bam	CV-H3K9ac_F4.sort.bam	CV-H3K9ac_F5.sort.bam	CV-H3K9ac_F6.sort.bam	GF-H3K9ac_1.sort.bam	GF-H3K9ac_2.sort.bam	GF-H3K9ac_3.sort.bam	GF-H3K9ac_4.sort.bam
Commd9	4068	2644	1994	1997	1139	6700	7550	7300	11000
Comp	3295	3538	2094	2044	1146	2951	3051	3150	3800
Comt	3639	6037	5136	5441	2147	18851	19400	16700	24001
Comtd1	5037	6785	5834	5941	2741	17448	21645	16901	20448
Copa	7232	9635	8173	9773	2392	40652	48554	40951	65550
Copb1	5730	7591	7946	7637	2395	22803	28499	24002	31247
Copb2	5844	8873	8483	9412	3393	24550	32502	24950	31700
Cope	6590	8994	8587	6633	2497	27294	33149	26700	38899
Copg	4833	5130	4682	5132	1695	14800	17151	16550	19650
Copg2	4391	5643	4394	5490	1793	16748	17652	14951	20847
Cops2	4687	6090	5341	5484	1694	19650	23600	19900	26749
Cops3	4913	7091	6583	6842	1644	20651	26250	20500	31200
Cops4	4344	5235	4334	4489	1994	14650	18900	18201	25400
Cops5	6616	11123	10569	9874	2844	41248	50100	39502	57150
Cops6	2490	4539	2695	3238	1694	10350	9300	8850	14149
Cops7a	4691	5838	4994	5691	1598	16848	21950	19449	28047
Cops7b	4327	4242	3895	3092	996	12200	12300	13100	18601
Cops8	4384	5991	5591	4676	1649	18148	22850	17001	21552
Copz1	5184	6239	5828	5590	2677	23600	24800	19751	28700
Copz2	3078	2246	2739	1646	997	4150	3752	3749	5250
Coq10a	4132	6137	5975	4886	1626	14950	16799	17300	24351
Coq10b	5677	7538	9225	9890	1797	19199	35600	26849	32852
Coq2	5686	6033	6735	5445	2495	16300	17350	15400	21751
Coq3	3787	5187	4747	4437	1247	16799	20749	16901	20953
Coq4	4037	4789	4286	3587	1498	13950	15650	15901	19050
Coq5	3735	4888	4085	4537	1545	13650	12900	12800	16950
Coq6	3431	5290	4041	3739	1293	10400	12350	10395	14050
Coq7	5576	7785	7341	6684	2092	18800	29299	22000	32646
Coq9	8578	10689	12478	12836	3342	36900	46451	38300	46400
Corin	2146	1744	1347	1300	898	1400	2400	1700	1550
Coro1a	2143	3147	1895	2140	897	4199	3200	3250	3250
Coro1b	5245	8178	6785	7729	1895	23800	23700	23701	28100
Coro1c	10426	14833	17598	17923	4091	34998	46000	37047	45248
Coro2a	12226	20813	22152	21690	5794	49498	68499	53500	59650
Coro2b	2978	2644	1792	1290	749	2150	1750	1750	1849
Coro6	2938	3297	2342	1297	1597	3750	3747	3550	4300
Coro7	4239	5088	4589	3343	2191	11550	13200	12450	14852
Cort	2443	2848	2048	1849	1147	2050	2450	2250	2300
Cotl1	5410	6884	4691	4340	2043	15048	15301	11800	17149
Cox10	5028	7177	5927	5439	2741	21400	22500	20300	24900
Cox11	5029	7982	8384	8041	2133	23447	28354	22902	30049
Cox15	5085	5941	5183	5838	2044	19897	22301	18149	28700
Cox16	4233	3791	3448	3042	1095	17800	22100	18151	22199
Cox17	3743	4686	3546	3937	1249	13051	12851	13150	18196
Cox18	4027	3733	5441	5239	1450	12900	16150	14099	19151
Cox19	5337	5238	4944	6790	2144	14600	14550	16098	22050
Cox4i1	8224	11624	12179	11362	3340	34745	36343	36855	50200
Cox4i2	2384	2443	1993	998	898	2600	3050	2751	3350
Cox4nb	8226	11724	12179	11462	3241	34495	36093	36755	50100
Cox5a	7384	10083	10081	10131	3293	28052	31949	27801	36850
Cox5b	3986	6476	6783	6537	2142	18600	20600	19150	22550
Cox6a1	4740	7635	5843	6187	2544	18349	22001	20500	26600
Cox6a2	2842	2794	1579	1547	1098	3050	3350	3250	3450
Cox6b1	4146	5636	5388	4338	1445	16799	19049	17403	22600
Cox6b2	2445	2245	2542	1697	899	2900	3700	3650	6050
Cox6c	6231	7879	7240	6682	2495	20801	23900	21100	26003
Cox7a1	3653	4145	2743	2843	799	8252	8051	8350	10000
Cox7a2	6184	8725	7024	6238	1849	24850	30399	26750	33700
Cox7a2l	6500	7285	6323	7083	2439	27250	31446	25550	35554
Cox7b	2843	5490	3791	3188	1094	17650	23453	17598	19604
Cox7b2	2491	1542	846	544	399	1400	1600	1250	800
Cox7c	7683	8484	9230	9680	3289	26900	34651	28150	35450
Cox8a	7783	10577	10574	10480	3001	26102	30855	25203	34451
Cox8b	2591	3090	1796	1494	1347	2350	3250	2850	3950
Cox8c	2340	1894	998	849	749	1050	1551	1299	1650
Cp	1647	1500	750	449	796	1600	1800	1800	1800
Cpa1	1787	2291	1194	1147	1242	1300	1651	1850	1900
Cpa2	2044	2640	1696	950	996	2250	2450	1901	2000
Cpa3	1945	1399	1100	499	599	1200	1800	1300	850
Cpa4	2038	1548	1089	1296	1147	1197	2300	1650	2000
Cpa5	2393	1944	1250	1194	846	1400	2200	1100	1401
Cpa6	2186	1943	900	649	649	1100	1350	1399	700
Cpb1	2234	1444	1095	400	549	800	2100	1400	1200
Cpb2	2248	1597	1398	797	747	1100	1650	1300	1248
Cpd	4443	6086	6784	6197	2394	19450	17350	18502	26349
Cpe	2044	2098	1197	1445	749	1850	2800	2550	2750
Cpeb1	2438	2699	2095	948	843	1950	2000	2300	2751
Cpeb2	10672	16473	21322	18713	5384	59491	65550	55343	68144
Cpeb3	6781	8823	10184	8136	2294	32547	38252	29599	43902
Cpeb4	5979	8133	8037	7182	2097	29649	34050	33846	44506
Cphx	1831	2344	898	846	997	1600	1700	1600	2000
Cplx1	2386	3044	1597	1542	1197	1650	1600	1800	1650
Cplx2	2446	2344	1799	1297	799	1400	1898	2000	1700
Cplx3	2084	2645	1850	1946	1047	2000	1800	1850	1200
Cplx4	2592	1995	599	794	694	1450	2200	1550	1150
Cpm	3181	2794	2289	2945	1197	6600	6248	6550	8800
Cpn1	2641	2596	1944	1446	750	4101	3750	4050	5550
Cpn2	3044	2394	2398	1195	1296	1850	1896	2650	2700
Cpne1	5837	9979	8910	9937	3042	26350	36247	30552	36298
Cpne2	3239	4384	3295	2346	1150	9751	9151	9950	15000
Cpne3	4292	6490	4538	4143	1298	13950	15149	14000	16801
Cpne4	2144	1349	1347	445	1035	1500	1650	1950	800
Cpne5	2179	2312	1950	1497	1297	2200	2200	2550	3150
Cpne6	2088	2494	2093	1198	1347	1700	2250	2000	1350
Cpne7	2636	2996	2396	1544	1301	3000	3100	3650	2850
Cpne8	2095	3940	2200	1649	1047	5350	6650	5199	7850
Cpne9	3196	2500	1895	1493	948	2400	2600	1850	1800
Cpox	3535	5137	3598	3092	1585	10150	11450	10449	13350
Cpped1	4293	7778	5486	5834	2046	21650	25301	20804	24851
Cps1	2990	1648	1097	699	845	2700	3100	2600	3300
Cpsf1	4295	4981	3483	4185	1497	12200	11600	11200	15950
Cpsf2	7618	11361	10710	9484	2497	42200	51051	41050	60948
Cpsf3	3790	5881	4490	4990	2189	16150	16201	15549	18599
Cpsf3l	5684	6724	5690	6737	3190	22401	20951	20400	25950
Cpsf4	5941	10369	8632	9437	1895	33201	34699	30649	46154
Cpsf4l	3637	3098	1845	1592	1242	3400	3000	2850	3250
Cpsf6	4493	8329	6886	7090	1841	23144	29799	25448	34349
Cpsf7	6926	10480	10333	10340	2698	38250	44948	32500	47199
Cpt1a	6931	14832	12977	12072	3796	36646	47200	36749	42900
Cpt1b	2838	2317	1900	1199	1043	2900	3200	3599	5250
Cpt1c	2841	3000	1547	1447	1244	2849	2450	2700	2950
Cpt2	8855	12114	12855	12122	3294	38248	48950	45749	57551
Cpvl	2390	1694	1343	1547	946	1950	3100	2550	3100
Cpxcr1	749	700	749	400	493	400	800	600	300
Cpxm1	2383	2247	1946	1542	799	1800	1900	1900	1950
Cpxm2	2593	3037	1794	896	1294	2150	1850	2000	2100
Cpz	1632	2446	1348	1244	1146	1700	2150	1750	1700
Cr1l	5332	6483	4791	6624	2145	25200	27150	23750	32850
Cr2	1988	2246	1349	748	550	1350	2050	2100	1500
Crabp1	1844	2887	1795	1147	947	1250	1350	1900	1350
Crabp2	2395	2438	1891	1243	1096	3499	2800	3350	3249
Cradd	5474	5941	4787	6089	1888	19704	21946	21554	27554
Cramp1l	7635	12435	11234	11384	3293	39350	43150	40647	54200
Crat	7781	12017	10875	10880	3647	35598	44500	39002	51349
Crb1	1749	1846	1049	847	400	1350	1652	1900	1000
Crb2	2887	2094	1996	1345	995	2600	1700	1698	2250
Crb3	6690	11182	8933	9477	3046	35384	47214	34448	50151
Crbn	3743	3293	3687	2789	994	13849	15150	13900	17850
Crcp	3536	4743	3949	3488	1543	10399	11050	9751	13850
Crct1	3040	1596	1693	1047	699	2650	2150	3200	2800
Creb1	10464	17214	17579	19573	4126	54151	68597	54650	72698
Creb3	6169	9784	7631	8731	2946	31399	36049	27200	40243
Creb3l1	3285	4004	4040	3448	1448	9400	11250	9750	11650
Creb3l2	4770	6036	6035	5183	1795	23650	27249	22749	30751
Creb3l3	2584	2538	1645	1395	1191	2302	2550	2899	4200
Creb3l4	3315	4092	2791	2441	1346	6801	6149	6351	8150
Creb5	2248	2195	1197	645	745	1501	2150	1850	1950
Crebbp	7733	15989	14687	13381	3496	41558	50550	41612	54856
Crebl2	5880	6833	7128	5733	1943	28495	32746	27051	41699
Crebzf	17889	21897	19949	19907	6112	40343	51579	42542	52732
Creg1	3542	4474	3193	4284	1947	12101	12850	12797	16650
Creg2	2688	1647	1748	1395	1395	2250	2400	2350	1850
Creld1	4434	4229	4288	5243	1494	10046	12499	13350	12550
Creld2	7032	7187	7587	7327	3193	18400	22253	20046	21250
Crem	6584	9631	9686	10229	2298	43307	56551	43554	61103
Crh	2389	2597	1700	797	549	1050	2050	1250	1300
Crhbp	1298	1891	1547	849	697	1700	1650	2350	2300
Crhr1	2443	2396	1349	1348	800	1050	1450	1650	1250
Crhr2	2442	2289	1547	1349	899	1600	1550	1450	1600
Crim1	4139	5940	6537	5987	2095	21748	19351	17950	25600
Crip1	8964	15375	16708	13020	3786	68803	85149	68102	63502
Crip2	3638	3389	2495	2294	1198	4450	4900	4700	6300
Crip3	2492	2145	1293	1797	942	2199	2701	2301	1700
Cript	4441	6231	6289	5389	1893	20050	23550	20500	29800
Crisp1	2150	1092	450	649	599	900	2000	1300	900
Crisp2	1695	1350	846	896	448	1350	2050	1700	1400
Crisp3	1944	1000	843	547	648	900	1550	1050	800
Crisp4	2091	1597	798	199	850	900	2150	900	600
Crispld1	1898	1444	997	1148	650	1150	1900	550	900
Crispld2	2591	1940	1945	1346	1348	1850	1850	1700	1450
Crk	6294	10277	10489	9126	3144	29750	36902	30101	44048
Crkl	4595	7281	5835	7628	2339	24700	25149	26550	36050
Crlf1	2793	2095	1599	1844	1148	2502	2700	2050	2750
Crlf2	4923	5426	4544	6140	1431	12351	12850	10147	15098
Crlf3	4532	6531	5634	4339	1396	19750	20350	19000	24850
Crls1	6030	6991	7391	6932	1698	19648	23098	19801	28050
Crmp1	2298	2448	1646	1150	945	1400	1601	1350	1600
Crnkl1	3483	4533	3570	4085	1443	10702	13100	11501	17201
Crnn	1897	1442	1442	847	600	1050	1900	1500	1150
Crocc	4188	4742	3888	4687	1393	14100	13600	13450	19300
Crot	4933	5692	4693	4441	2191	19450	18250	17601	23255
Crp	2397	1145	994	944	1146	1600	1950	1350	1500
Crtac1	1888	2796	1600	1250	798	1900	2148	1750	1700
Crtam	1679	1844	796	800	896	1250	2050	1500	1250
Crtap	3143	3194	2291	2892	1648	6399	6451	4700	7050
Crtc1	3294	3788	3196	3443	1597	6702	5150	5900	9550
Crtc2	4985	5182	3791	4795	1745	17550	16200	16450	24100
Crtc3	4746	4989	6741	5684	1797	17095	16899	15900	22900
Crx	2380	1748	1494	1146	746	1150	1500	1250	1250
Crxos1	1930	1648	1800	747	749	1600	2100	1550	1000
Cry1	7938	8989	10791	12787	3594	31701	43849	37554	54050
Cry2	3381	4038	5384	4644	1696	13451	18400	17902	20200
Cryaa	2685	2746	1745	1147	1199	2000	1950	2250	2000
Cryab	2694	2433	2344	1649	895	2600	2950	1650	2850
Cryba1	2491	1945	1450	1199	800	2100	1750	2800	1750
Cryba2	2492	2844	1597	1747	997	1800	2800	2550	3550
Cryba4	2524	2443	1738	1248	1149	1900	1650	2350	1800
Crybb1	3137	2579	1397	1048	900	2400	1600	2500	1300
Crybb2	2382	2390	1900	1344	843	1450	1700	1800	850
Crybb3	2641	2998	2499	1742	1148	2700	2500	1798	3650
Crybg3	1736	1794	897	799	997	1300	1600	1250	1000
Cryga	1795	1847	1297	447	995	1602	2100	1700	1700
Crygb	2330	1895	899	800	847	1400	2151	2100	1650
Crygc	2242	1799	1198	949	599	1750	2300	1750	1300
Crygd	1982	1892	1046	1148	697	1550	2100	1500	1950
Cryge	2694	1990	1493	744	995	2200	2400	2350	1450
Crygf	1450	1798	1347	945	550	1050	1650	1150	850
Crygn	2249	2399	1594	1196	945	2250	2151	2150	2099
Crygs	2194	2396	1147	600	799	2250	2500	1950	1802
Cryl1	4489	5086	5283	4643	1868	17648	15850	16900	23549
Crym	2494	2991	2346	1546	1644	3400	2950	4250	4552
Cryz	2992	2696	2643	2643	947	7855	9754	7252	12501
Cryzl1	4875	6387	5077	6290	2745	17500	23200	15251	22100
Cs	6133	9833	10027	8118	2549	34201	56145	40197	50545
Csad	2992	2493	2645	1647	1292	3650	4400	4850	4300
Csda	4988	6638	5143	6037	1744	16048	17750	16199	18551
Csdc2	3243	3094	1898	1699	1247	3099	3254	3050	3049
Csde1	6877	9172	8879	8768	2994	32849	44700	35200	53099
Cse1l	5228	7881	6279	6583	2243	20500	24650	21700	29050
Csf1	2994	3542	2743	2644	845	5850	5351	5850	8550
Csf1r	2246	2496	1444	1249	748	1950	2100	1900	1500
Csf2	3166	2293	1744	1443	1147	4350	4502	3300	4950
Csf2ra	3068	6083	5542	4840	1549	12950	13500	11049	20900
Csf2rb	2246	2098	1247	1096	947	1450	2400	1900	1300
Csf2rb2	1744	2250	1941	1250	1202	1500	2650	1200	2100
Csf3	1797	2442	1796	1393	1342	2750	2999	2800	4200
Csf3r	2094	2494	1298	947	745	2350	1950	2100	2200
Csgalnact1	2744	2948	2041	1593	1047	4700	5000	3500	4700
Csgalnact2	3383	2793	2543	2148	1191	7150	7300	5801	9799
Csk	4836	8591	7193	9884	2343	22352	21694	23951	33097
Csl	2297	1991	1495	1048	700	1300	2700	1600	700
Csmd1	1686	1548	1047	647	800	200	1950	850	500
Csmd3	1497	1699	898	349	550	1350	2001	1700	1100
Csn1s1	1645	950	748	546	699	1000	1799	1300	1000
Csn1s2a	1846	1447	1041	550	200	700	2550	1050	1300
Csn1s2b	2095	748	946	449	600	851	1600	1050	1600
Csn2	2389	1394	646	450	698	900	2150	1051	1500
Csn3	2192	1986	796	350	297	650	2150	1300	1100
Csnk1a1	11461	21304	17719	17054	3295	76895	92742	77752	95690
Csnk1d	7537	12531	14017	15475	4096	33501	42097	34600	47298
Csnk1e	4341	6536	5634	6029	1492	15692	15942	14391	21191
Csnk1g1	4189	5593	5683	5293	1643	19899	23348	19902	26051
Csnk1g2	6922	11188	12635	13078	2995	33899	44853	35451	59900
Csnk1g3	9166	14331	12405	12135	2745	37052	48149	35801	47957
Csnk2a1	5679	8133	9086	8536	2193	26906	29249	28553	34001
Csnk2a2	5138	6793	6790	6188	2075	18549	20151	18100	25856
Csnk2b	6482	10322	9639	10019	2942	29550	33847	32500	43400
Csnka2ip	2043	1496	944	800	399	950	2150	1500	850
Cspg4	2582	2249	1600	1648	797	3300	2900	3550	2800
Cspg5	2341	2548	2245	1693	1396	4498	4150	4300	5050
Cspp1	7066	12174	11918	10775	3194	43948	53000	42202	60100
Csprs	6078	4682	3892	1945	1840	3400	4200	3750	2200
Csrnp1	3970	5991	6092	3690	2141	13550	21351	16098	20449
Csrnp2	4095	4890	3140	4434	1644	12399	12050	12400	15600
Csrnp3	1747	1741	1246	647	549	1200	1700	1150	850
Csrp1	3492	3885	3392	2396	1199	9046	6550	8350	9700
Csrp2	4041	3694	3040	4597	1446	13055	13750	10650	16049
Csrp2bp	5833	8080	6742	6894	1748	25150	26198	23102	30950
Csrp3	1995	1745	846	950	1144	1450	2100	1650	1450
Cst10	2590	1946	1246	648	1048	900	1800	1150	750
Cst11	2140	2450	797	596	998	800	1850	900	1350
Cst12	2398	2795	1648	1233	749	1399	1603	800	1050
Cst13	2240	1647	1148	895	699	1100	1450	1350	600
Cst3	3187	3191	1999	2043	836	7700	6800	7300	9800
Cst6	3538	2689	2548	2297	1493	5800	4502	6150	5550
Cst7	2438	3130	1696	1548	699	3400	2900	2300	2050
Cst8	1745	1348	1146	650	749	1150	1350	1350	950
Cst9	2438	1544	1047	800	949	1650	1850	1700	1700
Csta	1872	1346	750	798	650	1400	1951	1398	1650
Cstad	2195	2946	2196	1547	1144	3000	2950	2701	3700
Cstb	5071	6071	5628	5843	1393	14400	16702	14399	20300
Cstf1	6776	9181	7883	8729	2793	26700	28851	24450	32347
Cstf2	3097	2800	3145	3253	650	8850	9253	9250	11500
Cstf2t	4977	5423	4436	3942	2044	12548	14249	10900	14850
Cstf3	4833	7526	7533	7041	2643	27497	34649	28302	42945
Cstl1	2639	1841	1093	1045	648	2150	2600	2650	1600
Ctag2	948	897	549	300	400	500	850	750	100
Ctage5	4641	5891	6240	6536	2043	19847	24300	18901	24300
Ctbp1	7181	9333	10033	12773	2589	28403	36256	27702	41299
Ctbp2	10431	14472	15693	16678	4048	50854	54860	45500	58895
Ctbs	2634	3192	3590	2893	1000	7797	9150	7000	12050
Ctcf	8636	12905	12182	15521	4394	44402	43696	38945	55307
Ctcfl	2092	2099	1598	1298	950	2100	2351	2050	2550
Ctdnep1	8378	11056	12555	11733	2795	36601	47048	39450	56253
Ctdp1	6888	10532	11875	10862	4136	29498	40249	32299	45650
Ctdsp1	7480	12186	12727	13371	3791	39097	44091	36600	49146
Ctdsp2	7243	10787	10780	10290	3289	33699	34050	33200	39646
Ctdspl	4763	7292	5593	7232	2199	17050	16751	14950	21799
Ctdspl2	4383	5240	4442	5397	2343	16400	17550	18250	21350
Ctf1	2824	3337	2247	1845	950	6600	7100	6950	10601
Ctf2	2594	2887	1747	1297	849	2150	2850	2850	3200
Ctgf	1794	2597	1198	1201	1142	1551	2850	2598	2999
Cth	3833	3590	3447	2843	1446	11453	12650	10952	13802
Cthrc1	2593	2245	1548	798	946	1901	1350	1849	2450
Ctif	3787	4145	3089	2733	1847	9749	7600	10551	13750
Ctla2a	1947	1046	949	947	896	600	1850	1200	1050
Ctla2b	1847	2145	1196	548	799	650	1250	1650	750
Ctla4	1946	2398	1100	599	895	1500	1850	1650	1550
Ctnna1	10239	15623	18271	19018	4237	55400	71702	52801	76700
Ctnna2	1838	1937	698	795	700	1200	1600	1850	1200
Ctnna3	4092	3492	2996	3691	1297	9045	9249	9249	13349
Ctnnal1	3991	5183	4535	3831	1698	11150	10950	10750	15801
Ctnnb1	8325	10779	13872	12481	2697	31702	37451	31494	42597
Ctnnbip1	3528	4637	5342	4694	2150	13950	14300	14149	18848
Ctnnbl1	3789	3601	2894	2495	1692	6404	7400	6850	8700
Ctnnd1	8360	13463	13951	11470	1994	58862	83118	67654	90355
Ctnnd2	1845	1394	1148	995	847	1300	1650	1300	1100
Ctns	5010	7329	7429	7914	2946	22650	25797	22400	29800
Ctps	4288	6236	5641	4504	1793	16100	17199	14251	18451
Ctps2	1648	2986	2496	2545	699	6001	6600	6750	9400
Ctr9	4341	5536	4540	4622	892	18300	19801	18899	29950
Ctrb1	2443	2496	1944	1287	848	1550	2100	1800	1650
Ctrc	3086	2887	1646	1698	1195	1600	2450	2700	2250
Ctrl	2781	3083	1493	1500	1151	3400	2950	2900	2950
Cts3	1646	1340	899	849	650	1100	1950	1150	650
Cts6	1946	1346	650	497	1048	1400	1450	1250	700
Cts7	2043	2147	790	500	550	1100	1900	1400	901
Cts8	1447	1344	1099	849	848	1000	1450	1250	900
Cts8-ps	1786	1249	696	500	650	450	1998	1050	900
Ctsa	4334	5635	4437	5231	1947	15697	16150	14400	20300
Ctsb	6628	7932	7534	8026	2847	24395	23300	20600	25650
Ctsc	4681	5190	4835	4436	1525	15951	19400	17401	23350
Ctsd	5935	6433	6884	6831	2340	15401	16400	16047	22500
Ctse	2142	1735	747	697	800	1850	1800	1650	1750
Ctsf	2447	2146	1845	1650	890	3050	4150	3350	4800
Ctsg	2041	1797	1247	549	749	1300	2700	1150	1350
Ctsh	3292	3991	3592	3645	2144	9051	8751	8998	12298
Ctsj	2045	1345	999	748	899	800	2050	1100	600
Ctsk	2680	1895	1746	1199	938	2601	2550	2550	3200
Ctsl	3291	3542	3491	4444	1793	8950	13500	11700	15349
Ctsll3	1797	1944	897	1049	647	998	1700	1500	600
Ctsm	1993	1496	700	648	550	650	1700	1200	600
Ctso	3746	4042	3048	3199	1896	14100	15750	14700	20901
Ctsq	2144	2194	949	599	984	750	1651	1050	600
Ctsr	1795	1896	1295	350	446	850	1400	1350	1100
Ctss	4299	3443	2935	2344	1397	10650	11250	9649	15300
Ctsw	2549	2942	1696	2148	1046	3100	2700	2950	3000
Ctsz	3330	4789	3589	4144	1949	10400	8800	9750	14750
Cttn	5780	9976	10281	9778	2786	23500	33350	26700	32250
Cttnbp2	2987	3240	1748	1994	949	4950	5051	5700	9050
Cttnbp2nl	4792	5288	4937	5744	1643	16250	17900	16702	20702
Ctu1	4688	5789	3992	4266	1796	14100	15297	13949	17601
Ctu2	5127	7934	8190	7239	2987	21000	23453	21550	33650
Ctxn1	2443	3145	2386	2348	1195	3401	3101	3202	3400
Ctxn2	2390	996	1298	898	950	1200	2500	1600	850
Ctxn3	1798	2198	1543	549	1145	2100	2300	1800	1600
Cubn	4085	3597	3296	2497	646	19150	28403	19550	25300
Cuedc1	3042	3493	2594	2196	1446	5750	4750	6300	8300
Cuedc2	3387	4243	3497	2542	1844	12350	8700	9750	14549
Cul1	10705	16318	16924	15714	4044	51903	61401	53800	66599
Cul2	6882	7763	7488	6884	2294	28451	32352	28100	32252
Cul3	7578	11034	11469	11827	2288	34896	42602	35998	45893
Cul4a	9000	14113	15137	13838	3936	40342	42946	34698	50050
Cul4b	1539	1187	750	299	500	900	1250	1550	1001
Cul5	6335	11628	10719	10042	3244	33099	40997	29051	39898
Cul7	2976	4336	3487	2594	1546	8550	8600	8650	13100
Cul9	3094	3644	2348	2297	1198	7250	5500	6300	8149
Cuta	5383	8337	6533	6687	2539	21452	23101	21000	26352
Cutc	5035	5941	5183	5838	2044	19847	22201	18149	28700
Cux1	5399	10461	9980	9437	2749	32806	26948	30850	40298
Cux2	1994	3343	1598	1148	1197	1800	2302	2000	1850
Cuzd1	2594	2396	1298	894	898	1150	2200	1550	1600
Cwc15	3779	4539	3239	3195	1249	13550	13300	11601	14648
Cwc22	5288	8536	7438	7731	1892	22452	33048	23347	30150
Cwc25	5438	7970	7829	7637	2341	28649	33600	27701	39150
Cwc27	6010	9829	7875	7477	2095	38750	42900	36851	48500
Cwf19l1	3726	4678	2997	3589	1187	11100	14500	13401	17199
Cwf19l2	4640	4082	3387	3039	1000	14500	16750	12299	18450
Cwh43	2196	2247	1194	1347	849	2850	2501	2400	2500
Cx3cl1	3886	5072	4744	3641	1894	15250	14502	13601	18499
Cx3cr1	2140	2242	1449	900	947	2550	2200	1799	2250
Cxadr	9231	13026	13924	14667	3542	43046	60702	48149	61549
Cxcl1	3141	2991	1199	1643	1000	3650	3900	3550	4800
Cxcl10	2744	2193	1395	1398	998	4200	3300	3300	4999
Cxcl11	2144	3534	1549	1398	795	12100	9950	12151	16950
Cxcl12	2344	2746	2251	1545	945	3200	2350	3700	1950
Cxcl13	2097	1591	1142	548	948	1750	2400	2200	1950
Cxcl14	1879	2349	2293	647	947	1250	1750	1350	1450
Cxcl15	2646	1649	999	948	1246	1450	2250	1350	1300
Cxcl16	3567	4333	4338	2942	1696	11550	13350	11900	21399
Cxcl17	2293	1600	1399	499	797	2400	2550	2200	2950
Cxcl2	1995	2396	1498	1448	899	2550	2550	3250	2401
Cxcl3	2734	2895	1397	1199	1296	1800	2600	2450	2650
Cxcl5	2036	1696	1496	1600	1048	3100	3249	2849	4650
Cxcl9	2282	2445	795	898	1148	2650	3100	2000	3850
Cxcr1	2396	2443	1396	1044	1198	2600	3650	3200	2900
Cxcr2	1831	2496	1145	797	1150	1250	1900	1600	1600
Cxcr3	1145	1893	1450	1245	1050	2100	1900	1450	1450
Cxcr4	2641	2244	1595	995	1489	3500	3250	3101	3550
Cxcr5	2642	2740	2345	1148	1046	1751	2600	1850	2300
Cxcr6	2545	1498	1246	848	650	2450	3150	3500	2450
Cxcr7	1945	2691	1650	1199	749	4150	3750	3750	5750
Cxx1a	1246	1697	1048	600	447	1750	2400	2350	3150
Cxx1b	1347	1446	850	898	700	2350	2200	1700	2600
Cxx1c	1394	1443	1239	699	643	950	2200	1550	1650
Cxxc1	4190	6437	5240	6391	2144	15950	16251	14952	20100
Cxxc4	2689	2837	997	1346	651	6449	4599	5453	7802
Cxxc5	2294	3578	3097	2549	1347	6950	4752	6100	6751
Cyb5	3889	4644	5283	4096	2347	16451	16451	19005	22299
Cyb561	7029	9337	8529	8381	3791	27448	29001	23250	30450
Cyb561d1	4635	4937	4783	6032	1847	21150	21701	21700	32549
Cyb561d2	3846	5033	3952	3245	1496	10850	10549	10499	17350
Cyb5b	4884	7834	4645	5491	1895	21700	24750	22200	28953
Cyb5d1	6329	8731	7135	7934	3284	29550	37300	29951	41299
Cyb5d2	5887	8334	10228	7633	2986	30750	36105	31349	38450
Cyb5r1	2543	3637	2843	3637	1589	8200	8299	7650	9150
Cyb5r2	2746	1845	1844	918	882	2500	2800	2900	3250
Cyb5r3	5184	6484	6286	5037	2989	19750	22652	22950	31049
Cyb5r4	4939	6275	5930	5135	1948	18895	23948	19798	26946
Cyb5rl	1599	2294	1696	1040	1098	2600	2150	2600	2050
Cyba	3935	6037	5637	4137	1746	10150	7350	10450	13350
Cybasc3	3936	4044	3797	3443	1497	16600	17154	15199	22250
Cybb	1148	1000	399	250	150	950	1100	850	900
Cybrd1	2737	2545	2487	946	1098	3300	2903	3650	3750
Cyc1	7493	12775	13322	12919	3595	30848	34550	27452	37049
Cycs	7580	9185	9277	8930	2697	28448	35601	32948	38600
Cyct	2545	1747	1198	998	1046	1750	2150	2400	2899
Cyfip1	7074	11928	9485	8721	2743	33151	41750	32249	43300
Cyfip2	2844	2726	1897	1547	1094	2900	3100	2900	3600
Cygb	3134	3144	2091	1794	999	2200	2296	2800	4200
Cyhr1	3643	3543	3647	3285	1549	7750	8700	7199	14100
Cylc1	1043	1200	450	249	445	450	950	750	450
Cylc2	2091	1949	650	600	447	850	1700	900	651
Cyld	5064	7892	5698	5486	1985	17400	18103	18200	26802
Cym	2188	1648	1099	798	1391	2750	3000	2700	2602
Cyp11a1	2749	1944	1547	747	1191	1750	2000	2151	2100
Cyp11b1	2274	2839	1395	1491	1148	1650	1750	1200	1600
Cyp11b2	2143	3436	1294	994	1250	1749	2449	1900	1950
Cyp17a1	3190	2642	1299	947	1047	2400	3200	2600	2750
Cyp19a1	2292	2239	1050	494	646	1100	1750	2300	951
Cyp1a1	3239	2795	1795	1536	1242	2100	2647	2650	2900
Cyp1a2	1606	3141	1542	845	993	2200	2050	2250	2000
Cyp1b1	2291	2190	1922	1449	849	2150	2300	2798	3500
Cyp20a1	3243	3745	2298	2246	1144	6850	6900	6400	7050
Cyp21a1	2784	2640	1300	1149	1191	1350	1608	2250	1400
Cyp24a1	2542	2192	2243	1100	1748	3200	3400	2700	3600
Cyp26a1	1547	1694	1246	649	1047	1050	1850	2050	649
